conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1790031940843679881,Mon May 13 14:50:46 +0000 2024,178,Hak angket sudah bergulir ini sidang awal hak angket Ada yg ketar ketir ga ya...??? Jika hanya dagelan musibah besar bagi anggota DPR..! https://t.co/dqHkGZJocQ,1790031940843679881,https://pbs.twimg.com/ext_tw_video_thumb/1790031090000003072/pu/img/mzsDp8qZjMYnlfkV.jpg,,in,,4,15,97,https://twitter.com/H4T14K4LN4L42/status/1790031940843679881,1129672753651388416,H4T14K4LN4L42
1789942490990072287,Mon May 13 13:57:00 +0000 2024,2,@LexWu_13 @jokowi Kongkritnya terus pencitraan sampai selesai tugas Aman Ng di - HAK ANGKET oleh pdip di DPR ok gas Ok gas Ok gas,1790018409607913720,,LexWu_13,in,Jakarta,0,0,0,https://twitter.com/DitriRizki_D3/status/1790018409607913720,461824618,DitriRizki_D3
1789672165803221327,Mon May 13 11:03:15 +0000 2024,0,@Bams_4GP Lucu nya ada statement yg memojok kan rakyat dan kemenhub yg ga kerja malah lempar batu DPR KEMANA AJA? Ga bikin RAPAT Hak Angket atau apa gitu buat manggil Kemenhub buat di mintain Pertanggung jawabannya???? Harus ada Cuan dulu baru di Rapatin?,1789974685700034658,,Bams_4GP,in,"Dukuhwaru, Indonesia",0,0,0,https://twitter.com/cariusernameaja/status/1789974685700034658,1507078396047945728,cariusernameaja
1789834092223009040,Mon May 13 01:44:35 +0000 2024,0,Biarkan semua pergi bersama kabinet dan mantri2nya beserta DPR yg gak berani menggulirkan hak angket dan justru jakarta jawa sumatera dan pulau lainnya menjadi tentram tanpa mereka,1789834092223009040,,,in,Indonesia,0,0,0,https://twitter.com/JohnnyBidong/status/1789834092223009040,1003880322784563202,JohnnyBidong
1789760047104356406,Sun May 12 20:50:22 +0000 2024,0,DPR RI MPR RI Puan Maharani Orang2 di DPR RI itu mewakili siapa..? Kok gak ada Wakil Rakyat yg buat Hak Angket...? #DukungHakAngketDPR kumparan Koran Tempo BEM SI BEM UI UGM UniversitasIndonesia Institut Teknologi Bandung IPB UNPAD UNPAR UNIBRAW https://t.co/KJs6cMLDaG,1789760047104356406,,,in,,0,0,0,https://twitter.com/Mat16_16/status/1789760047104356406,1200227108565340161,Mat16_16
1789501928063533264,Sun May 12 15:41:59 +0000 2024,2,@narkosun PDI masih bisa diandalkan tuk rakyat dibanding partai lain kecuali PKS kami kecewa Krn lembaga DPR tidak menggunakan hak angket hasil Pilpres malah PTUN KPU. .keliatan sandiwara dgn rakyat,1789682443898982476,,narkosun,in,,0,0,0,https://twitter.com/Tabraniplp/status/1789682443898982476,1730710265413685248,Tabraniplp
1789526442319245636,Sun May 12 05:22:06 +0000 2024,0,DPR sekarang kok jadi suka kaget? Kek Presiden Jokowi aja kaget itu hak prerogatif Presiden sebagai kepala negara bukan DPR. Harusnya gunakan hak angket segera untuk tanya Presiden kenapa suka Kagetan?🇮🇩,1789526442319245636,,,in,"Jakarta,Indonesia",0,0,0,https://twitter.com/saerozi_88/status/1789526442319245636,389336140,saerozi_88
1789457290220941675,Sun May 12 04:04:12 +0000 2024,3,@HMMurah3 DPR jangan pura2 kaget memang DPR bagian dari penguasa biadab lakukan kecurangan pemilu kalau memang kalian amanah kenapa ga gelar hak angket rakyat sudah tahu kalian juga buajingan bagian dari lingkaran istana yg korup.,1789506839660662995,,HMMurah3,in,,0,0,0,https://twitter.com/SamberN66203175/status/1789506839660662995,1616321585388097543,SamberN66203175
1789322716069474306,Sun May 12 00:27:39 +0000 2024,1,@JidanFreychuu Kalau tak bisa kita gugat ke ptun atau nggk bisa pakai hak angket DPR biar diusut supaya pelantikan nya tidak terjadi,1789452340824809698,,JidanFreychuu,in,,0,0,0,https://twitter.com/MSena060/status/1789452340824809698,1253930819464224771,MSena060
1786378607411278308,Fri May 03 19:39:05 +0000 2024,0,@Ravons437963 @idextratime Hak angket itu di dpr mas,1786480618236174548,,Ravons437963,in,,0,0,0,https://twitter.com/TMFawwaz_Alif1/status/1786480618236174548,1251003781900144642,TMFawwaz_Alif1
